1,1,"Μπλούζες (μακρυμάνικες, κοντομάνικες, αμάνικες)",Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,2,Ζιβάγκο,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,3,Κορμάκια,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,4,Πουκάμισα,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,5,Πουκαμίσες,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,6,T-shirts,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,7,Τιραντάκια,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,8,Jeans,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,9,Παντελόνες,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,10,Καμπάνες,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,11,Μπουφάν,Πανωφόρια,Άρρεν,22,10,Ναι,,Κανονική,
1,12,Γούνες,Πανωφόρια,Άρρεν,22,10,Ναι,,Κανονική,
1,13,Παλτό,Πανωφόρια,Άρρεν,22,10,Ναι,,Κανονική,
1,14,Γιλέκα,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,15,Σακάκια / καπαρντίνες,Πανωφόρια,Άρρεν,22,10,Ναι,,Κανονική,
1,16,Ζακέτες,Πανωφόρια,Άρρεν,22,10,Ναι,,Κανονική,
1,17,Κάπες,Πανωφόρια,Άρρεν,22,10,Ναι,,Κανονική,
1,18,Κολάν,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,19,Φούτερ,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,20,Φόρμες,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,21,Φορέματα,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,22,Φούστες,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,23,Τσάντες,Τσάντες και πορτοφόλια,Άρρεν,22,10,Ναι,,Κανονική,
1,24,Πορτοφόλια,Τσάντες και πορτοφόλια,Άρρεν,22,10,Ναι,,Κανονική,
1,25,Κολιέ,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,26,Βραχιόλια,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,27,Σκουλαρίκια,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,28,Δαχτυλίδια,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,29,Καλσόν,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,30,Καπέλα,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,31,Κασκόλ,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,32,Γάντια,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,33,Σκούφοι,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,34,Λαστιχάκια,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,35,Κοκαλάκια,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,36,Κορδέλες/στέκες,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,37,Ζώνες,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,38,Ιμάντας τσάντας,Τσάντες και πορτοφόλια,Άρρεν,22,10,Ναι,,Κανονική,
1,39,Μπρελόκ,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
1,40,Μποτάκια,Υποδήματα,Άρρεν,22,10,Ναι,,Κανονική,
1,41,Σπορτέξ,Υποδήματα,Άρρεν,22,10,Ναι,,Κανονική,
1,42,Μπότες,Υποδήματα,Άρρεν,22,10,Ναι,,Κανονική,
1,43,Γόβες,Υποδήματα,Άρρεν,22,10,Ναι,,Κανονική,
1,44,Κρέμες σώματος,Είδη ομορφιάς και περιποίησης,Άρρεν,22,10,Ναι,,Κανονική,
1,45,Αρώματα,Είδη ομορφιάς και περιποίησης,Άρρεν,22,10,Ναι,,Κανονική,
1,46,Λάδι σώματος,Είδη ομορφιάς και περιποίησης,Άρρεν,22,10,Ναι,,Κανονική,
1,47,Κάλτσες,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,48,Ρόμπες,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,49,Νυχτικά,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,50,Φανελάκια,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,51,Σουτιέν,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,52,Σλιπάκια,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,53,Πιτζάμες,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,54,Παντόφλες,Υποδήματα,Άρρεν,22,10,Ναι,,Κανονική,
1,55,Σακίδια πλάτης,Τσάντες και πορτοφόλια,Άρρεν,22,10,Ναι,,Κανονική,
1,56,Ισοθερμικά,Εσώρουχα,Άρρεν,22,10,Ναι,,Κανονική,
1,57,Σορτς,Οτιδήποτε σχετικά με το κάτω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,58,Πουλόβερ,Οτιδήποτε σχετικά με το πάνω μέρος του σώματος,Άρρεν,22,10,Ναι,,Κανονική,
1,59,Γραβάτες,Αξεσουάρ και μπιχλιμπίδια,Άρρεν,22,10,Ναι,,Κανονική,
2,1,"Μπλούζες (μακρυμάνικες, κοντομάνικες, αμάνικες)","Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,2,Ζιβάγκο,Μπλούζες,Άρρεν,21,5,Ναι,,Κανονική,
2,3,Κορμάκια,Εσώρουχα,Άρρεν,21,5,Ναι,,Κανονική,
2,4,Πουκάμισα,Μπλούζες,Άρρεν,21,5,Ναι,,Κανονική,
2,5,Πουκαμίσες,Νυχτερινή ένδυση,Άρρεν,21,5,Ναι,,Κανονική,
2,6,T-shirts,Μπλούζες,Άρρεν,21,5,Ναι,,Κανονική,
2,7,Τιραντάκια,Εσώρουχα,Άρρεν,21,5,Ναι,,Κανονική,
2,8,Jeans,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,9,Παντελόνες,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,10,Καμπάνες,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,11,Μπουφάν,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,12,Γούνες,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,13,Παλτό,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,14,Γιλέκα,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,15,Σακάκια / καπαρντίνες,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,16,Ζακέτες,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,17,Κάπες,Πανωφόρια,Άρρεν,21,5,Ναι,,Κανονική,
2,18,Κολάν,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,19,Φούτερ,Μπλούζες,Άρρεν,21,5,Ναι,,Κανονική,
2,20,Φόρμες,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,21,Φορέματα,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,22,Φούστες,"Παντελόνια, φούστες",Άρρεν,21,5,Ναι,,Κανονική,
2,23,Τσάντες,Σακίδια,Άρρεν,21,5,Ναι,,Κανονική,
2,24,Πορτοφόλια,Unisex αξεσουάρ,Άρρεν,21,5,Ναι,,Κανονική,
